question,label
Raquel fed a litter of five kittens an all-meat diet for two weeks and found that they gained an average of 15 ounces. She concluded that eating meat is the best way to help kittens grow. What should Raquel have done to make this a better experiment? (A) tested five kittens on a non-meat diet also (B) weighed the kittens in grams (C) used only one kitten (D) tested dogs as well as cats,experiment design
Which measurement represents the mass of an object? (A) 35 centimeters (B) 35 grams (C) 35 liters (D) 35 degrees,MASS
Heat from deep in Earth's interior is transferred to its crust by which of the following? (A) conduction in the ocean (B) convection in the mantle (C) radiation from the solid core (D) evaporation at mid-ocean ridges,CONVECT
A tropical rain forest contains many tall trees. Smaller plants with large leaves grow at the base of the tall trees. The large leaves are most likely an adaptation of the plant due to which condition? (A) lack of sunlight (B) lack of oxygen (C) lack of water (D) lack of food,PLANT
Certain fossils can be used to help determine the age of the rock layer in which the fossils are found. Which type of fossil is best to use when making this determination? (A) marine mammal fossil (B) swamp fern fossil (C) trace fossil (D) index fossil,INDEX
What would best regulate the temperature of an overheated body? (A) a decrease in sweating (B) a decrease in the breathing rate (C) a dilation of blood vessels in the skin (D) an increase in heart rate,animal
"If a scientist wants the medical community to revise old information and use new research findings in the treatment of a disease, it would be best to present the information (A) at a school science fair. (B) in a newspaper article. (C) at a physicians' conference. (D) in a television commercial.",SOURCES
Which object is best used to demonstrate the bending of light as it passes through a substance? (A) convex lens (B) flat mirror (C) opaque rod (D) concave mirror,REFRACT
"European starlings are birds that take over the nests of other birds. When they move into an area, starlings reproduce quickly. Taking over the nests of other birds most likely increases the number of starlings by helping them to do what? (A) attract a better mate (B) compete for resources (C) migrate during the winter (D) blend in with the environment",COMP
A student observes that a plant grows at different rates at different times. The student states that these changes must result from changes in the amount of light received by the plant. Which description of the student's statement is most accurate? (A) It is an opinion and not a fact. (B) It is correct because it is based on observation. (C) It is one of several possible explanations for the evidence. (D) It is invalid because it is not based on a scientific method.,INFERENCE
"When an atom has a neutral charge, which particles within the atom have equal numbers? (A) electrons and neutrons (B) protons and electrons (C) neutrons and protons (D) ions and neutrons",atomic
A town built a road through a forest. Deer live in the forest on both sides of the road. Which would not help protect deer from the cars on the road? (A) feeders on the side of the road (B) lights along the side of the road (C) signs telling drivers to be careful of deer (D) bridges that let the deer walk under the road,WHAT
Which of these must be absorbed by animal cells in order to grow? (A) genes (B) sunlight (C) nutrients (D) chromosomes,NUTRITION
Researchers work in teams to make cars more fuel efficient. Which of these statements describes the main advantage of working in teams rather than working individually? (A) The research is more likely to be published. (B) The research costs less to perform. (C) The researchers can share their ideas. (D) The researchers have more time to complete work.,OTHER
The frost line of the solar system divides the terrestrial plants from the gas-giant planets. What elements make up most of the core of the planets orbiting outside of the frost line? (A) iron and nickel (B) carbon and oxygen (C) nitrogen and sulfur (D) hydrogen and helium,STELLAR
"When an egg and sperm form an embryo, the offspring that is formed will have genetic traits that are (A) inherited from only one parent. (B) created by the environment. (C) passed on from two parents. (D) learned from siblings.",inheritance
Geotropism is a response by plants to which force? (A) gravity (B) friction (C) air pressure (D) Earth's magnetism,PLANT
Plants need iron to grow. What parts of plants take in iron? (A) roots (B) flowers (C) stems (D) leaves,ROOT
Which is most likely a direct cause of an ear infection? (A) loud noises (B) foreign bacteria (C) wearing tight hats (D) dirty ear canals,INFECT
Evidence of extensive glaciation has been suggested as an explanation for extinctions at the end of the Permian period. Such glaciation could have disrupted ocean ecosystems by producing which effect? (A) steep drop in ocean salinity and density (B) steep drop in ocean volume and area (C) increased exposure of oceans to ultraviolet radiation (D) increased exposure of tsunamis to ocean life,HYDRO
"During a portion of the water cycle, water falls to Earth's surface as precipitation. Some of this water runs off into channels and keeps moving until it ends up in the ocean. Which best describes the water in the channels? (A) lake (B) river (C) aquifer (D) wetland",GROUNDWATER
The same side of the Moon is always visible from Earth because (A) the Moon does not rotate on its axis. (B) the far side of the Moon faces Earth during the day. (C) the Moon makes one rotation per revolution around Earth. (D) the rate of rotation is the same for Earth and the Moon.,cycles
Which is an example of a renewable energy resource? (A) biomass (B) coal (C) gas (D) oil,RENEWABLE
What does the brain monitor to control the rate of breathing during normal activities? (A) the level of carbon dioxide in the blood (B) the level of carbon dioxide in the cells (C) the level of carbon dioxide in the lungs (D) the level of carbon dioxide in the air,nervous system
What part of the scientific method involves measuring the growth of a plant over a one-month period? (A) analysis (B) observation (C) conclusion (D) hypothesis,observation
People without safe drinking water may get an illness called dysentery. Dysentery is caused by a type of amoeba that lives inside the body. Doctors can find these amoebas by looking at body samples under a microscope. Which characteristic of amoebas best explains why doctors use microscopes to find dysentery amoebas? (A) Amoebas can change their shape. (B) Amoebas need humans to survive. (C) Amoebas look just like human cells. (D) Amoebas are made of only one cell.,MEASTOOLS
